Player,Season,Games_Played,All-Star,Plate_Appearances,At_Bats,Runs,Hits,Home_Run,Runs_Batted_In,Stolen_Bases,Walks,Strikeouts,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging_Plus_(OPS+),Pos,Standings,WAR,PIE_Score
Andrew Vaughn,1.6288786172783059,0.9508350113759733,0,0.7953769902212812,0.9491707952760794,0.1264940921764079,0.6709763058965803,0.4057917937896714,0.7736778658600606,-0.8518377263701361,-0.4048441901404653,0.7333932740755331,-0.06750042020449752,-0.41719465856361476,-0.00019907180987700874,-0.13823905524310767,-1.1375963384653045,1.4511918881213728,-0.7086057613410248,0.9152462260807657
Anthony Rizzo,1.6288786172783059,-1.550667379389838,0,-0.7993163202263394,-0.8387768273054124,-0.8569362676763683,-0.8602423238177915,-0.490267375497958,-0.8523243959303944,-0.8518377263701361,-0.452571584307684,-0.2154141443099667,-0.5328876733743704,-0.01799857169396597,-0.7416818420582595,-0.46777178478223336,-1.1375963384653045,0.2783115063758536,-0.9035095962715944,-2.02305080262314
Anthony Santander,1.6288786172783059,0.9980331696923094,0,1.1323998032540257,1.1807702282529564,0.75231341208272,0.8380183382290571,1.1027267032356054,1.399063351164082,-0.32170750468151255,0.5019762990366899,1.415348606040111,-0.10074236685948844,-0.1035405903088907,0.6249726756544453,0.6444011774123158,1.33060657710903,-1.481009066242425,0.31463937204446596,1.715934652810517
Anthony Volpe,1.6288786172783059,1.2812221195903257,0,0.6802960296735147,0.7175713622992023,-0.09701280779013217,-0.24775487193204285,0.4057917937896714,-0.06016944787863429,1.6927873377352571,0.35879411653503385,1.8601020834083142,-1.6963558062990518,-1.3011288509178371,-0.6689874528182219,-1.0032624702833126,0.0965051193218628,0.2783115063758536,0.4608172482423931,0.24608863097676287
Austin Hays,1.6288786172783059,0.5732497448452848,1,0.39259362830409866,0.5230278385986254,0.5288065121161799,0.5874552897303418,-0.09201885581456715,0.23167711192990892,-0.32170750468151255,-0.3093894018060279,1.0891960559700955,0.4976126729303481,-0.1035405903088907,0.21788409591023572,0.35606003906558087,0.5078722719175852,-1.481009066242425,0.07100957838125387,0.3749664095873577
Austin Riley,1.6288786172783059,1.2812221195903257,1,1.6173838512767558,1.5976492076113353,2.3615630918418087,1.5897074837252032,1.9987858725232348,1.4824480825379514,-0.533759593356962,0.6928858757055647,2.008353242531048,0.6970643528602937,0.46673953379060595,1.264683300966776,1.0151254981438325,-0.31486203327385964,-1.598297104416977,1.727692175291096,3.6061425848036244
Bo Bichette,1.6288786172783059,0.14846631999826018,1,0.6802960296735147,0.9954906818714548,0.2158968521630239,1.4783461288368853,0.30622966386882366,0.48183130605151736,-0.32170750468151255,-0.8343907376454336,0.31829002853187693,1.5281130192350647,0.29565549656075807,0.6685893091984678,0.6855927686047065,0.0965051193218628,-0.6599927990205616,1.240432587964672,1.9455458543154398
Bobby Witt Jr.,1.6288786172783059,1.2340239612739896,0,1.444762410455106,1.643969094206711,1.4675354919756483,1.5340268062810443,1.301850963077301,1.4407557168510168,4.343438446178375,-0.2139346134715905,0.4961914194791581,0.5308546195853391,-0.27462462753874023,0.959366866158618,0.5208264038351437,0.0965051193218628,1.6857679644704766,0.9968027943014599,4.336616121641514
Brandon Crawford,1.6288786172783059,-1.8338563292878542,0,-1.6295432498923685,-1.6725347860221702,-1.4827555875826806,-1.862494517812653,-0.9880780251021966,-0.9774014929911987,-0.533759593356962,-0.786663343478215,-0.6898178535027166,-2.1949850061239147,-1.5862689129675847,-1.6721700243307396,-1.7447111117463454,0.0965051193218628,0.3955995445504055,-1.780576853459158,-4.190375470558414
Brandon Drury,1.6288786172783059,-0.32351526316510043,0,0.03913067805024462,0.1987886324309974,-0.14171418778344017,0.14200987017706995,0.9036024433939099,0.8987549629208649,-0.8518377263701361,-0.929845525979871,0.9409448968473613,0.06546736641546616,-0.6453067082034141,0.988444621854633,0.35606003906558087,-0.7262291858695821,1.099327773597717,-0.22134617401460066,0.9415126458427991
Brandon Lowe,1.6288786172783059,-1.0786857962264773,0,-0.6760152910680182,-0.801720918029112,-0.27581832776336423,-0.9716036787061094,0.4057917937896714,0.27336947761684366,-0.10965541600606307,0.26333932820059647,0.4368909558300644,-0.9650329798892514,-0.01799857169396597,0.2033452180622282,0.3148684478731902,-0.7262291858695821,-1.246432989893321,-0.12389425654931575,-1.0992937098885291
Brandon Marsh,1.6288786172783059,0.05407000336558807,0,-0.3800928210880473,-0.5515935304140847,-0.27581832776336423,-0.2755952106541223,-0.490267375497958,-0.06016944787863429,0.20842271700711107,0.6928858757055647,1.1781467514437363,0.56409656624033,1.2366177013249287,0.42142838578234093,0.8091675421818787,0.9192394245133076,-0.7772808371951135,0.5095432069750356,0.649577521843578
Brandon Nimmo,1.6288786172783059,0.9508350113759733,0,1.346121587128449,1.1900342055720317,1.109924452029184,1.116421725449852,0.7044781835522146,0.27336947761684366,-0.533759593356962,1.4087967882138452,1.23744721509283,0.4643707262753572,0.9799916454801544,0.537739408566401,0.9327423157590509,0.9192394245133076,0.982039735423165,0.7531730006382477,3.3654553075791718
Brenton Doyle,1.6288786172783059,-0.27631710484876437,0,-0.7171156341207919,-0.5979134170094601,-0.7228321276964443,-1.1386457110385864,-0.6893916353396534,-0.5604778361218512,1.4807352490598078,-1.0730277084815272,1.3856983742155642,-1.8958074862289964,-2.2420910556820077,-1.2505425667385217,-2.1566270236702527,0.9192394245133076,1.5684799262959246,-0.7086057613410248,-1.7621617191064771
Brett Baty,1.6288786172783059,-1.1258839545428134,0,-1.0623585157640911,-1.0240563736869142,-1.0357417876496005,-1.3056877433710632,-0.7889537652605011,-1.1441709557389375,-0.6397856376946867,-0.7389359493109963,0.14038863758459572,-1.596629966334079,-1.5292409005576348,-1.541320123698672,-1.6211363381691732,-0.31486203327385964,0.982039735423165,-1.536947059795946,-3.0733688188941253
Brice Turang,1.6288786172783059,0.24286263663093233,0,-0.5773744677413613,-0.5515935304140847,-0.8122348876830603,-0.94376333998403,-1.0876401550230441,-1.1441709557389375,1.9048394264107067,-0.3093894018060279,-0.30436483978360734,-1.3971782864041336,-1.2441008385078873,-1.8757143142028447,-1.8682858853235176,-0.7262291858695821,-1.1291449517187693,-0.3675240502125278,-3.110108883830281
Bryan De La Cruz,1.6288786172783059,0.9980331696923094,0,0.8857977449373833,1.0696025004240555,-0.18641556777674817,0.7544973220628187,0.206667533947976,0.6902931344861911,-0.42773354901923727,-0.2139346134715905,1.1188462877946423,-0.10074236685948844,-0.7023347206133639,-0.2618988730740123,-0.6325381495517963,0.5078722719175852,-0.19084064632235398,-1.2933172661327337,-0.17072309292211985
Bryan Reynolds,1.6288786172783059,0.6204479031616209,0,1.0008787054851498,1.02328261382868,0.9311189320559521,0.8101779995069777,0.7044781835522146,0.9404473286077997,0.42047480568256046,0.40652151070225256,1.000245360496455,0.09870931307045709,0.03902944071598386,0.45050614147835594,0.23248526548840875,0.5078722719175852,0.8647516972486132,0.02228361964861142,2.216874504181629
Bryce Harper,1.6288786172783059,-0.27631710484876437,0,0.22819225609300373,-0.06060273250310505,0.886417552062644,0.3368922412316264,0.4057917937896714,0.4401389403645826,0.31444876134483574,1.6951611532171575,0.4368909558300644,1.0959677127201828,2.063523881269201,1.0175223775506481,1.5918077748373023,1.7419737297047526,-0.7772808371951135,0.655721083172963,2.482488141858732
Bryson Stott,1.6288786172783059,0.9036368530596373,0,1.0008787054851498,1.125186364338506,0.618209272102796,1.172102402894011,-0.19158098573541485,0.023215283495235203,2.4349696480993304,-0.2616620076388092,-0.1264634488363261,0.6638224062053028,0.010515434511008948,-0.14558785028995214,-0.13823905524310767,-0.7262291858695821,-0.7772808371951135,0.9480768355688173,1.1596533957395871
Byron Buxton,1.6288786172783059,-2.211441595818543,0,-1.4076013974073904,-1.4779912623215934,-0.6781307477031363,-1.639771808036017,0.007543274106280563,-0.8106320302434596,0.10239667266938636,-0.452571584307684,0.14038863758459572,-1.7628396996090336,-0.987474782663113,0.13065082882219065,-0.3030054200126705,1.7419737297047526,-0.4254167226714578,-0.7573317200736671,-2.068825985396911
Cal Raleigh,1.6288786172783059,0.6204479031616209,0,0.41725383413576295,0.45817999736509984,0.618209272102796,-0.08071283959956592,1.301850963077301,0.565216037425387,-0.8518377263701361,0.4542489048694713,1.5932499969873923,-0.9317910332342605,-0.6453067082034141,0.39235063008632587,0.35606003906558087,-1.548963491061027,-0.5427047608460097,0.4120912895097509,0.6489312870872508
Carlos Correa,1.6288786172783059,0.14846631999826018,0,0.507674588851865,0.4674439746841749,-0.18641556777674817,-0.1085531783216454,0.10710540402712827,0.14829238055603944,-0.8518377263701361,0.6928858757055647,0.7926937377246269,-0.9982749265442423,-0.47422267097356463,-0.4363654072501016,-0.46777178478223336,0.0965051193218628,-0.4254167226714578,-0.46497596767781274,-0.5949384538304898
Cedric Mullins,1.6288786172783059,-0.748298688012125,0,-0.519833987467478,-0.5515935304140847,-0.5887279877165202,-0.776721307651553,-0.19158098573541485,0.5235236717384522,1.1626571160466337,-0.07075243096993443,-0.09681321701177925,-0.8985490865792696,-0.673820714408389,-0.18920448383397467,-0.1794306464354984,0.9192394245133076,-1.481009066242425,0.21718745457918104,-1.0668500949418045
Chas McCormick,1.6288786172783059,-0.795496846328461,0,-0.5033938502463685,-0.5608575077331598,-0.23111694777005617,-0.33127588809828123,0.5053539237105191,0.35675420899071314,1.1626571160466337,-0.2139346134715905,0.3775904921809706,0.4311287796203663,0.6948515834304053,0.872133599070573,1.0151254981438325,0.5078722719175852,-1.0118569135442173,0.6069951244403204,0.7262007320940289
Christian Bethancourt,1.6288786172783059,-1.3146765878081577,0,-1.5309024265657116,-1.3760875118117675,-0.6781307477031363,-1.4170490982593813,-0.5898295054188057,-1.1858633214258723,-0.7458116820324114,-1.5025742559864954,-0.39331553525724794,-1.1644846598191971,-2.128035030862108,-0.6980652085142369,-1.2916036086300475,-1.548963491061027,-1.246432989893321,-0.8060576788063096,-3.993664679845015
